번호,주택유형,공고명,지역,공고게시일,마감일,공고상태
58370852.0,행복주택,"[정정공고]서울잠실, LH수서2 행복주택 예비입주자 모집공고",서울특별시,2024.08.14,2024.08.28,접수마감
58366301.0,행복주택,"서울잠실, LH수서2 행복주택 예비입주자 모집공고",서울특별시,2024.08.14,2024.08.28,접수마감
58360490.0,국민임대,"정읍신태인 국민임대주택 입주자 모집(선착순 동호지정, 선계약후검증)",전북특별자치도,2024.08.14,2024.08.27,접수마감
58413590.0,국민임대,김제하동 국민임대주택(고령자용) 입주자격완화 모집공고,전북특별자치도,2024.08.14,2024.09.06,접수마감
58367642.0,국민임대,[정정공고]진천광혜원2 국민임대주택 입주자격완화 모집,충청북도,2024.08.14,2024.08.26,접수마감
58365400.0,공공임대,[정정공고]부산금곡7단지 50년 공공임대주택 예비입주자 모집,부산광역시,2024.08.14,2024.08.27,접수마감
58361026.0,행복주택,[정정공고]부산명지 행복주택 예비입주자 모집(산단형),부산광역시,2024.08.14,2024.08.27,접수마감
58346396.0,영구임대,광주선운 희망타운 2단지 영구임대주택 예비입주자 모집,광주광역시,2024.08.14,2024.09.04,접수마감
58321158.0,국민임대,군산창성주공아파트 국민임대 예비입주자 모집,전북특별자치도,2024.08.14,2024.08.29,접수마감
58352657.0,행복주택,[정정공고]진천이월 행복주택 자격완화 예비입주자 모집,충청북도,2024.08.13,2024.08.28,접수마감
58351287.0,행복주택,부산명지 행복주택 예비입주자 모집(산단형),부산광역시,2024.08.13,2024.08.27,접수마감
58334092.0,국민임대,"경주시,영천시,포항시 부도매입(국민임대)주택 입주자격완화 모집공고",경상북도,2024.08.13,2024.11.29,정정공고중
58334238.0,국민임대,진천광혜원2 국민임대주택 입주자격완화 모집,충청북도,2024.08.13,2024.08.26,접수마감
58332403.0,행복주택,진천성석 행복주택 입주자격완화 예비자모집,충청북도,2024.08.12,2024.08.28,접수마감
58331596.0,행복주택,진천이월 행복주택 자격완화 예비입주자 모집,충청북도,2024.08.12,2024.08.28,접수마감
58330943.0,국민임대,[정정공고]동대구해모로스퀘어이스트 국민임대주택 입주자(당해 사업지구 철거민) 모집,대구광역시,2024.08.12,2024.08.23,접수마감
58435447.0,행복주택,[정정공고]남양주 e편한세상 평내 메트로원 행복주택 입주자 모집 공고(정정),경기도,2024.08.12,2024.08.30,접수마감
58327711.0,행복주택,[정정공고]대구죽전 행복주택(산업단지형) 입주자 최초 모집,대구광역시,2024.08.12,2024.08.21,접수마감
58282253.0,공공임대,부산금곡7단지 50년 공공임대주택 예비입주자 모집,부산광역시,2024.08.12,2024.08.27,접수마감
58321969.0,행복주택,영동용산 행복주택 예비입주자 모집공고(2024.08.09),충청북도,2024.08.09,2024.08.23,접수마감
58304024.0,행복주택,대구죽전 행복주택(산업단지형) 입주자 최초 모집,대구광역시,2024.08.09,2024.08.21,접수마감
58312646.0,행복주택,김포시 행복주택 입주자격완화 예비입주자 모집,경기도,2024.08.09,2024.08.23,접수마감
58320860.0,공공임대,아산탕정1-A7 공공임대 10년 예비입주자 모집공고,충청남도,2024.08.09,2024.08.19,접수마감
58310537.0,국민임대,동대구해모로스퀘어이스트 국민임대주택 입주자(당해 사업지구 철거민) 모집,대구광역시,2024.08.09,2024.08.23,접수마감
58321649.0,행복주택,청주산단2 행복주택 예비입주자 모집(2024.08.09 공고),충청북도,2024.08.09,2024.08.23,접수마감
58316777.0,국민임대,"[정정공고]제주시 정든1, 고성 국민임대 예비자 모집(세대원수별 공급면적 완화)",제주특별자치도,2024.08.09,2024.08.21,접수마감
58316781.0,국민임대,"[정정공고]제주시 정든1,고성 국민임대 예비자 모집 (세대원수별 공급면적 완화)",제주특별자치도,2024.08.09,2024.08.21,접수마감
58378519.0,행복주택,음성맹동 행복주택 입주자 추가모집,충청북도,2024.08.09,2024.08.21,접수마감
58231032.0,행복주택,청주산단1 행복주택 입주자 추가모집,충청북도,2024.08.09,2024.08.21,접수마감
58337611.0,영구임대,남해창선 고령자복지주택(영구) 입주자 모집 공고,경상남도,2024.08.09,2024.08.22,접수마감
58264055.0,국민임대,완주삼례2 국민임대주택 입주자격완화 예비자 모집 공고,전북특별자치도,2024.08.09,2024.08.28,접수마감
58239894.0,국민임대,완주봉동 2단지 국민임대주택 입주자격완화 예비자 모집 공고,전북특별자치도,2024.08.09,2024.08.21,접수마감
58239636.0,국민임대,완주봉동 1단지 국민임대주택 입주자격완화 예비자 모집 공고,전북특별자치도,2024.08.09,2024.08.21,접수마감
58238356.0,국민임대,청원오송1 국민임대주택 입주자격완화 예비입주자 모집,충청북도,2024.08.08,2024.08.22,접수마감
58277414.0,행복주택,의왕고천A-1BL[리츠] 행복주택 예비입주자 모집,경기도,2024.08.07,2024.08.21,접수마감
58291724.0,행복주택,관악봉천 H-1ㆍ2ㆍ3BL 행복주택 입주자 모집공고,서울특별시,2024.08.07,2024.08.21,접수마감
58235456.0,공공임대,대전문화1단지 50년공공임대주택 예비입주자 모집(입주자모집공고일: 24.08.07.),대전광역시,2024.08.07,2024.08.22,접수마감
58270101.0,공공임대,목포연산1단지 50년공공임대주택 예비입주자 모집,전라남도,2024.08.07,2024.08.20,접수마감
58275099.0,행복주택,남양주 e편한세상 평내 메트로원 행복주택 입주자 모집 공고,경기도,2024.08.06,2024.08.30,접수마감
58264211.0,공공임대,[정정공고]부산문현2지구 1블록 10년 분양전환 공공임대주택 입주자모집공고,부산광역시,2024.08.06,2024.08.21,접수마감
58083718.0,공공임대,대구한실들1 50년 공공임대 예비입주자 모집,대구광역시,2024.08.06,2024.08.23,접수마감
58236487.0,영구임대,제주아라 영구임대주택 예비입주자 모집,제주특별자치도,2024.08.05,2024.08.21,접수마감
58213676.0,국민임대,"제주시 정든1, 고성 국민임대 예비자 모집",제주특별자치도,2024.08.05,2024.08.21,접수마감
58211458.0,국민임대,"제주시 정든1,고성 국민임대 예비자 모집",제주특별자치도,2024.08.05,2024.08.21,접수마감
58226577.0,행복주택,이천시 및 여주시 행복주택 입주자격완화 예비입주자 모집,경기도,2024.08.02,2024.08.16,접수마감
58295975.0,영구임대,영암남풍 고령자복지주택(영구임대) 예비입주자 모집,전라남도,2024.08.02,2024.08.13,접수마감
58217753.0,행복주택,옥천삼양 행복주택 입주자격완화 입주자 추가모집,충청북도,2024.08.02,2024.08.19,접수마감
58323728.0,행복주택,경남혁신3 행복주택 예비입주자 입주자격 완화 모집('24.08.02.),경상남도,2024.08.02,2024.08.12,접수마감
58216823.0,행복주택,"[정정공고]포항블루밸리 행복주택 입주자격 완화, 동호지정 상시모집(21A, 26A, 26B만 접수가능)",경상북도,2024.08.01,2024.12.03,공고중
58214543.0,행복주택,인천 부평구 행복주택 입주자 모집,인천광역시,2024.08.01,2024.08.14,접수마감
58207343.0,국민임대,인천검단 AA35-2블록 국민임대 추가모집(세대원수별 공급면적완화),인천광역시,2024.08.01,2024.08.14,접수마감
58197757.0,공공임대,부산문현2지구 1블록 10년 분양전환 공공임대주택 입주자모집공고,부산광역시,2024.08.01,2024.08.21,접수마감
58200579.0,행복주택,[정정공고]화성동탄2 행복주택 입주자격완화 예비자 모집(2024.07.26.),경기도,2024.08.01,2024.08.09,접수마감
57969677.0,행복주택,"양산물금 천년나무(H-1BL) 행복주택 17형 예비입주자 모집(대학생, 청년)",경상남도,2024.08.01,2024.08.13,접수마감
58195235.0,행복주택,[입주자격완화] 오산세교2 A-6블록 행복주택 추가모집,경기도,2024.07.31,2024.08.14,접수마감
58183136.0,공공임대,[정정공고]서산동문동 한성필하우스 10년 공공임대주택 예비입주자 모집 공고,충청남도,2024.07.31,2024.07.31,접수마감
58182932.0,공공임대,[정정공고]내포스타힐스 RH-7블록 10년 공공임대주택 예비입주자 모집 공고,충청남도,2024.07.31,2024.07.31,접수마감
58167689.0,영구임대,[정정공고]진주평거(고령자복지) 영구임대 입주자 추가모집 공고,경상남도,2024.07.30,2024.08.07,접수마감
58164495.0,공공임대,[정정공고]공주월송2단지(A2블록) 10년공공임대주택 리츠7호 예비입주자 모집,충청남도,2024.07.30,2024.07.31,접수마감
58754361.0,국민임대,"동해유성, 태백철암장미 부도매입 국민임대주택 입주자격완화 예비입주자 상시모집(24.7.29)",강원특별자치도,2024.07.29,2025.07.31,공고중
58526305.0,국민임대,"동해천곡6, 동해송정 입주자격완화 예비입주자 상시모집(24.7.29)",강원특별자치도,2024.07.29,2025.07.31,공고중
58118481.0,행복주택,충주호암 행복주택(A4) 자격완화 예비입주자 모집(공고일 '24.07.29.),충청북도,2024.07.29,2024.08.09,접수마감
58118246.0,행복주택,충주첨단 행복주택 자격완화 예비입주자 모집(공고일 '24.07.29.),충청북도,2024.07.29,2024.08.09,접수마감
58095360.0,국민임대,청주성화1 국민임대주택 예비입주자 면적(46㎡)완화 선착순 모집 공고(2024.07.29.),충청북도,2024.07.29,2024.08.14,접수마감
58096124.0,국민임대,청주가경4 국민임대주택 예비입주자 면적(46㎡)완화 선착순 모집 공고(2024.07.29),충청북도,2024.07.29,2024.08.14,접수마감
58141663.0,국민임대,[정정공고]2024년 7월 세종시 국민임대주택 예비입주자 모집,세종특별자치시,2024.07.29,2024.08.07,접수마감
58059333.0,행복주택,앞산봉덕영무예다음 행복주택 입주자격완화 예비입주자 모집,대구광역시,2024.07.26,2024.08.09,접수마감
58139820.0,영구임대,[입주자격완화] 화성남양뉴타운 B-10블록 영구임대주택 입주자격완화 추가 및 예비입주자 모집 공고(소득 및 총자산요건 배제),경기도,2024.07.26,2024.08.08,접수마감
58140343.0,국민임대,[입주자격완화] 화성남양뉴타운 B-10블록 국민임대주택 입주자격완화 추가모집 공고(소득 및 총자산요건 배제),경기도,2024.07.26,2024.08.08,접수마감
58019230.0,행복주택,화성동탄2 행복주택 입주자격완화 예비자 모집(2024.07.26.),경기도,2024.07.26,2024.08.09,접수마감
58766726.0,행복주택,대전봉산 A3BL 행복주택 예비입주자 모집 공고(2024.07.25),대전광역시,2024.07.25,2024.08.09,접수마감
58109781.0,영구임대,[정정공고]원주명륜2 영구임대주택 예비입주자 모집,강원특별자치도,2024.07.25,2024.08.21,접수마감
58114211.0,행복주택,[정정공고]춘천거두2 행복주택 예비입주자 모집(24.07.15),강원특별자치도,2024.07.25,2024.07.26,접수마감
58108035.0,행복주택,[정정공고]청주동남5 행복주택[입주자격완화] 예비입주자 모집,충청북도,2024.07.25,2024.07.31,접수마감
58009551.0,영구임대,원주시지역 영구임대주택 예비입주자 모집,강원특별자치도,2024.07.25,2024.08.21,접수마감
58080896.0,행복주택,"인천논현 LH16단지 (인천논현4 1블록) 창업지원주택 입주자 모집[인정업종 확대, 선착순동호지정, 선계약후검증](입주자모집공고일 : 2024.7.24.)",인천광역시,2024.07.24,2024.08.07,접수마감
58052664.0,국민임대,익산한스빌 국민임대주택 예비입주자 완화 모집공고(복사),전북특별자치도,2024.07.24,2024.08.09,접수마감
58082559.0,국민임대,[정정공고]안성금화 국민임대주택 입주자격완화 예비입주자 모집공고(2024.07.05),경기도,2024.07.23,2024.07.24,접수마감
58003809.0,행복주택,(2024.07.23) 전주덕진 행복주택 예비입주자 모집,전북특별자치도,2024.07.23,2024.08.07,접수마감
58061472.0,영구임대,진주평거(고령자복지) 영구임대 입주자 추가모집 공고,경상남도,2024.07.22,2024.08.07,접수마감
58060906.0,행복주택,"[정정공고]강릉교동, 철원철원 행복주택 추가입주자 모집",강원특별자치도,2024.07.22,2024.07.26,접수마감
58071405.0,행복주택,김해시 지역 행복주택 예비입주자 모집공고(공급비율 조정),경상남도,2024.07.22,2024.08.02,접수마감
58042451.0,국민임대,[정정공고]진천신정 국민임대주택 예비입주자 모집(2024.07.15),충청북도,2024.07.19,2024.07.30,접수마감
58042550.0,국민임대,[정정공고]청주시지역 국민임대주택 예비계약자 모집(2024.07.15),충청북도,2024.07.19,2024.07.26,접수마감
57986320.0,행복주택,강원정선 행복주택 예비입주자 모집,강원특별자치도,2024.07.19,2024.08.16,접수마감
58031509.0,영구임대,영천야사4 영구임대주택 예비입주자 모집,경상북도,2024.07.19,2024.07.31,접수마감
58032728.0,행복주택,청주우암 행복주택 예비입주자모집,충청북도,2024.07.18,2024.07.31,접수마감
58032349.0,행복주택,청주동남5 행복주택[입주자격완화] 예비입주자 모집,충청북도,2024.07.18,2024.07.31,접수마감
58022292.0,행복주택,전남곡성 행복주택 입주자격완화 추가 모집,전라남도,2024.07.18,2024.07.31,접수마감
58032448.0,영구임대,[입주자격완화] 오산세교2 A-6블록 영구임대주택 입주자 추가모집,경기도,2024.07.18,2024.07.31,접수마감
58245352.0,영구임대,"[입주자격완화] 화성비봉 A-4,A-5블록 영구임대 입주자격완화 추가모집",경기도,2024.07.18,2024.07.31,접수마감
58021375.0,국민임대,전남곡성 국민임대주택 입주자 추가 모집,전라남도,2024.07.18,2024.07.31,접수마감
58025950.0,국민임대,[정정공고]계룡대실4단지 국민임대주택 예비입주자 모집공고(2024.07.15),충청남도,2024.07.18,2024.07.31,접수마감
58020226.0,국민임대,[정정공고]진천신정 국민임대주택 예비입주자 모집(2024.07.15),충청북도,2024.07.18,2024.07.30,접수마감
58015174.0,국민임대,[정정공고]양산대석 국민임대 예비입주자 정례모집 공고('24.07.15),경상남도,2024.07.17,2024.07.26,접수마감
58006749.0,행복주택,[정정공고]부산광역시 행복주택 예비입주자 모집(2024.07.12.),부산광역시,2024.07.17,2024.07.25,접수마감
58074802.0,행복주택,"[정정공고](2024.07.15)울산광역시 행복주택(남구,신정,송정1) 입주자격완화 예비입주자 모집",울산광역시,2024.07.17,2024.07.26,접수마감
58000353.0,국민임대,[정정공고]안성금화 국민임대주택 입주자격완화 예비입주자 모집공고(2024.07.05),경기도,2024.07.16,2024.07.24,접수마감
57998675.0,국민임대,[정정공고]춘천장학 국민임대 예비입주자 모집 공고,강원특별자치도,2024.07.16,2024.07.31,접수마감
57994897.0,국민임대,[정정공고]통영안정 국민임대 예비입주자 입주자격 완화 정례모집('24.07.15.),경상남도,2024.07.16,2024.07.30,접수마감
57992118.0,행복주택,[정정공고]하동광평 행복주택 예비입주자 입주자격 완화 정례모집('24.07.15.),경상남도,2024.07.16,2024.07.25,접수마감
57991223.0,행복주택,[정정공고]진주옥봉 행복주택 예비입주자 입주자격 완화 정례모집('24.07.15.),경상남도,2024.07.16,2024.07.23,접수마감
57991089.0,행복주택,[정정공고]진주문산 행복주택 예비입주자 입주자격 완화 정례모집('24.07.15.),경상남도,2024.07.16,2024.07.22,접수마감
57974557.0,행복주택,평택시 관내 중소기업체 근로자 기숙사용 건설임대주택 기업체 추가모집 공고,경기도,2024.07.16,2024.08.16,접수마감
57978293.0,행복주택,"(2024.07.15)울산광역시 행복주택(남구,신정,송정1) 입주자격완화 예비입주자 모집",울산광역시,2024.07.15,2024.07.26,접수마감
57955934.0,행복주택,영양서부 행복주택 예비입주자 모집공고,경상북도,2024.07.15,2024.08.01,접수마감
57904639.0,행복주택,당진석문3단지 행복주택 예비입주자 모집공고,충청남도,2024.07.15,2024.07.29,접수마감
57917315.0,행복주택,양산시 행복주택 예비입주자 입주자격 완화 정례모집 공고('24.07.15),경상남도,2024.07.15,2024.07.30,접수마감
57918174.0,공공임대,서산동문동 한성필하우스 10년 공공임대주택 예비입주자 모집 공고,충청남도,2024.07.15,2024.07.31,접수마감
57917902.0,공공임대,공주월송2단지(A2블록) 10년공공임대주택 리츠7호 예비입주자 모집,충청남도,2024.07.15,2024.07.31,접수마감
57917568.0,공공임대,내포스타힐스 RH-7블록 10년 공공임대주택 예비입주자 모집 공고,충청남도,2024.07.15,2024.07.31,접수마감
57985147.0,국민임대,괴산군지역 국민임대주택 예비입주자 모집 공고(2024.07.15),충청북도,2024.07.15,2024.07.25,접수마감
57974833.0,국민임대,부산광역시 국민임대 예비입주자 모집(2024.07.15.),부산광역시,2024.07.15,2024.07.29,접수마감
57967574.0,국민임대,대전느리울13단지 국민임대주택 예비입주자 모집공고(2024.07.15),대전광역시,2024.07.15,2024.07.31,접수마감
57980545.0,국민임대,홍성남장2 국민임대주택 면적완화 예비입주자 모집(공고일 2024.07.15.),충청남도,2024.07.15,2024.07.30,접수마감
58626193.0,국민임대,대전광역시 대덕구 주은반석 국민임대(매입형)주택 입주자격완화 예비입주자모집,대전광역시,2024.07.15,2024.07.31,접수마감
57980621.0,국민임대,"당진·서산시 지역 국민임대주택 입주자격완화 예비입주자 모집（당진석문1, 당진석문2, 서산푸른솔)",충청남도,2024.07.15,2024.07.30,접수마감
58626139.0,국민임대,대전광역시 유성구 국민임대주택 면적완화 예비입주자 모집(2024.07.15),대전광역시,2024.07.15,2024.07.31,접수마감
57954078.0,국민임대,"서산시(서산예천1, 서산예천2, 서산대산) 지역 국민임대주택 면적완화  예비입주자 모집",충청남도,2024.07.15,2024.07.30,접수마감
57952915.0,국민임대,"당진시(당진대덕, 당진채운)지역 국민임대주택 면적완화 예비입주자 모집",충청남도,2024.07.15,2024.07.29,접수마감
57951088.0,국민임대,대전천동1단지 국민임대주택 예비자 모집공고(2024.07.15),대전광역시,2024.07.15,2024.07.30,접수마감
57946117.0,국민임대,남해평리 국민임대주택 예비입주자 모집공고문('24.7.15),경상남도,2024.07.15,2024.07.30,접수마감
57940249.0,국민임대,논산대교 국민임대주택 예비입주자 모집공고(2024.07.15),충청남도,2024.07.15,2024.08.01,접수마감
57965325.0,국민임대,계룡대실4단지 국민임대주택 예비입주자 모집공고(2024.07.15),충청남도,2024.07.15,2024.07.31,접수마감
57974259.0,국민임대,대전광역시 동구지역 국민임대주택 예비입주자 모집공고(2024.07.15),대전광역시,2024.07.15,2024.07.30,접수마감
57901859.0,국민임대,대구신서 및 대구연경 국민임대주택 예비입주자 모집,대구광역시,2024.07.15,2024.07.25,접수마감
57892813.0,국민임대,공주신관6단지 국민임대주택 예비입주자 모집(공고일 : 2024.07.15),충청남도,2024.07.15,2024.07.29,접수마감
57942479.0,국민임대,양산대석 국민임대 예비입주자 정례모집 공고('24.07.15),경상남도,2024.07.15,2024.07.26,접수마감
57973475.0,국민임대,영동군 지역 국민임대주택 예비입주자 모집(2024.07.15),충청북도,2024.07.15,2024.07.26,접수마감
58092830.0,국민임대,[2024/07/15]국민임대 예비입주자 모집(제주특별자치도),제주특별자치도,2024.07.15,2024.08.02,접수마감
57917248.0,국민임대,양산권 국민임대 예비입주자 정례모집 공고('24.07.15),경상남도,2024.07.15,2024.07.24,접수마감
57978245.0,국민임대,거제시지역 국민임대주택 예비입주자 모집공고(2024.07.15),경상남도,2024.07.15,2024.07.30,접수마감
57963115.0,국민임대,천안아산 국임임대 예비입주자 통합 정례모집공고(2024.07.15),충청남도,2024.07.15,2024.08.01,접수마감
57963121.0,국민임대,천안아산 국임임대 예비입주자 통합 정례모집공고(2024.07.15),충청남도,2024.07.15,2024.08.01,접수마감
57963316.0,국민임대,천안아산 국임임대 예비입주자 통합 정례모집공고(2024.07.15),충청남도,2024.07.15,2024.08.01,접수마감
57963320.0,국민임대,천안아산 국임임대 예비입주자 통합 정례모집공고(2024.07.15),충청남도,2024.07.15,2024.08.01,접수마감
57922644.0,국민임대,창원시 국민임대주택 예비입주자 모집 공고('24.07.15),경상남도,2024.07.15,2024.08.01,접수마감
57921455.0,국민임대,함안군 국민임대주택 예비입주자 모집 공고('24.07.15),경상남도,2024.07.15,2024.08.01,접수마감
57918185.0,국민임대,밀양내이 국민임대주택 예비입주자 모집 공고('24.07.15),경상남도,2024.07.15,2024.08.01,접수마감
57982098.0,국민임대,2024년 7월 세종시 국민임대주택 예비입주자 모집,세종특별자치시,2024.07.15,2024.08.07,접수마감
57980670.0,국민임대,울산광역시 국민임대 예비입주자 모집(2024.07.15.),울산광역시,2024.07.15,2024.07.30,접수마감
57976575.0,국민임대,"창원시지역 진해청안그린빌, 진해청안해오름 국민임대주택 예비입주자 모집공고(2024.07.15)",경상남도,2024.07.15,2024.07.26,접수마감
57976580.0,국민임대,"창원시지역 진해청안그린빌, 진해청안해오름 국민임대주택 예비입주자 모집공고(2024.07.15)",경상남도,2024.07.15,2024.07.26,접수마감
57963582.0,국민임대,(2024.07.15) 진안군상 고향마을 국민임대주택 예비입주자 모집 공고,전북특별자치도,2024.07.15,2024.07.31,접수마감
57963556.0,국민임대,(2024.07.15) 장수북동 국민임대주택 예비입주자 모집 공고,전북특별자치도,2024.07.15,2024.07.31,접수마감
57963510.0,국민임대,"(2024.07.15) 전주시, 완주군 지역 국민임대주택 예비입주자 모집 공고",전북특별자치도,2024.07.15,2024.07.30,접수마감
57985670.0,국민임대,정읍농소 국민임대주택 예비입주자 모집 공고(2024.07.15),전북특별자치도,2024.07.15,2024.07.23,접수마감
57978318.0,국민임대,속초청대 국민임대주택 예비입주자 모집공고,강원특별자치도,2024.07.15,2024.07.30,접수마감
57943705.0,국민임대,"대구시 달서구, 경북 고령군지역 국민임대주택(장기, 대곡1, 다산1·2·3, 덕경) 예비입주자 정례모집",대구광역시 외,2024.07.15,2024.08.08,접수마감
57934369.0,국민임대,2024.7.15. 광양시 국민임대주택 예비입주자 통합정례 모집(입주자격완화),전라남도,2024.07.15,2024.08.01,접수마감
57963985.0,국민임대,2024.07.15 익산권 국민임대 예비입주자 모집 공고,전북특별자치도,2024.07.15,2024.07.30,접수마감
57934108.0,국민임대,2024.07.15 군산권 국민임대 예비입주자 모집 공고,전북특별자치도,2024.07.15,2024.07.31,접수마감
57928610.0,국민임대,원주시지역 국민임대주택 예비입주자 모집,강원특별자치도,2024.07.15,2024.07.31,접수마감
57917788.0,국민임대,원주태장4 국민임대주택 예비입주자 모집공고,강원특별자치도,2024.07.15,2024.07.29,접수마감
57928435.0,행복주택,원주시지역 행복주택 예비입주자 모집,강원특별자치도,2024.07.15,2024.07.31,접수마감
57994943.0,국민임대,"강원영동지역[강릉시,동해시,삼척시,태백시,정선군,양양군] 국민임대주택 예비입주자 모집(24.7.15)",강원특별자치도,2024.07.15,2024.08.09,접수마감
57970642.0,국민임대,담양군 국민임대주택 면적완화 예비입주자 모집(2024.07.15),전라남도,2024.07.15,2024.07.26,접수마감
57970040.0,국민임대,장성군 국민임대주택 면적완화 예비입주자 모집(2024.07.15),전라남도,2024.07.15,2024.07.31,접수마감
57968312.0,국민임대,청주시지역 국민임대주택 예비계약자 모집(2024.07.15),충청북도,2024.07.15,2024.07.26,접수마감
57990333.0,국민임대,김해시 국민임대 예비입주자 면적완화 모집공고('24.07.15),경상남도,2024.07.15,2024.07.31,접수마감
57967537.0,국민임대,옥천장야2 국민임대주택 예비입주자 모집(2024.07.15),충청북도,2024.07.15,2024.07.25,접수마감
57967919.0,국민임대,진천신정 국민임대주택 예비입주자 모집(2024.07.15),충청북도,2024.07.15,2024.07.30,접수마감
57983356.0,국민임대,광주광역시 국민임대주택 면적완화 예비입주자 모집(2024.07.15),광주광역시,2024.07.15,2024.07.31,접수마감
57965394.0,국민임대,나주시 국민임대 통합정례 예비자 모집(2024.07.15),전라남도,2024.07.15,2024.07.24,접수마감
57985028.0,행복주택,하동광평 행복주택 예비입주자 입주자격 완화 정례모집('24.07.15.),경상남도,2024.07.15,2024.07.25,접수마감
57985172.0,행복주택,진주옥봉 행복주택 예비입주자 입주자격 완화 정례모집('24.07.15.),경상남도,2024.07.15,2024.07.23,접수마감
57985187.0,행복주택,진주문산 행복주택 예비입주자 입주자격 완화 정례모집('24.07.15.),경상남도,2024.07.15,2024.07.22,접수마감
57860781.0,행복주택,청주산남2-1 행복주택 입주자 모집(2024.07.15),충청북도,2024.07.15,2024.07.29,접수마감
57870948.0,행복주택,춘천거두2 행복주택 예비입주자 모집(24.07.15),강원특별자치도,2024.07.15,2024.07.26,접수마감
58121885.0,국민임대,구미도량2지구3단지 국민임대주택 면적기준 일부 완화 예비입주자 모집,경상북도,2024.07.15,2024.07.30,접수마감
57970359.0,국민임대,"대구안심4단지 국민임대 예비입주자 모집 (39㎡,46㎡)",대구광역시,2024.07.15,2024.07.31,접수마감
57965421.0,국민임대,의령서동 국민임대 예비입주자 면적기준 완화 정례모집('24.07.15.),경상남도,2024.07.15,2024.08.06,접수마감
58011282.0,국민임대,함양교산 국민임대 예비입주자 면적기준 완화 정례모집('24.07.15.),경상남도,2024.07.15,2024.08.05,접수마감
57965346.0,국민임대,거창소만 국민임대 예비입주자 면적기준 완화 정례모집('24.07.15.),경상남도,2024.07.15,2024.08.01,접수마감
57965311.0,국민임대,산청옥산 국민임대 예비입주자 면적기준 완화 정례모집('24.07.15.),경상남도,2024.07.15,2024.07.29,접수마감
57965283.0,국민임대,통영안정 국민임대 예비입주자 입주자격 완화 정례모집('24.07.15.),경상남도,2024.07.15,2024.07.30,접수마감
57969142.0,국민임대,칠곡북삼휴먼시아 국민임대주택 면적기준 완화 예비입주자 모집(45형),경상북도,2024.07.15,2024.07.31,접수마감
57985675.0,국민임대,구미도산휴먼시아 국민임대주택 면적기준 일부 완화 예비입주자 모집,경상북도,2024.07.15,2024.07.29,접수마감
58019199.0,국민임대,영천문내 국민임대주택 면적기준완화 예비입주자 모집(51형),경상북도,2024.07.15,2024.07.25,접수마감
57860708.0,국민임대,춘천장학 국민임대 예비입주자 모집 공고,강원특별자치도,2024.07.15,2024.07.31,접수마감
57974978.0,국민임대,칠곡왜관3단지 국민임대주택 면적기준 완화 예비입주자 모집 공고,경상북도,2024.07.15,2024.07.26,접수마감
57944139.0,국민임대,김천대신휴먼시아 국민임대주택 예비입주자 모집,경상북도,2024.07.15,2024.07.26,접수마감
57935564.0,국민임대,여수시 여수소호 국민임대주택 예비입주자 모집,전라남도,2024.07.15,2024.07.30,접수마감
57945020.0,행복주택,부산광역시 행복주택 예비입주자 모집(2024.07.12.),부산광역시,2024.07.12,2024.07.25,접수마감
58303615.0,행복주택,김제지평선행복주택 일자리연계형 지원주택 입주자 추가모집,전북특별자치도,2024.07.12,2024.08.09,접수마감
58304634.0,행복주택,김제지평선행복주택 일자리연계형 지원주택 입주자 추가모집,전북특별자치도,2024.07.12,2024.08.09,접수마감
57924047.0,영구임대,제천하소4 영구임대주택 예비입주자 모집 공고[2024.07.12],충청북도,2024.07.12,2024.08.02,접수마감
57954407.0,행복주택,파주운정3 A47블록 행복주택 입주자격완화 추가 및 예비 입주자 모집,경기도,2024.07.11,2024.07.26,접수마감
57954091.0,행복주택,의정부시 행복주택 입주자격완화 예비입주자 모집 공고,경기도,2024.07.11,2024.07.24,접수마감
57928040.0,영구임대,양산사송 A-8BL 영구임대주택 입주자 추가모집 공고('24.07.11.),경상남도,2024.07.11,2024.07.26,접수마감
57928054.0,행복주택,익산제3일반산단 행복주택 일자리연계형 지원주택 입주자 추가모집,전북특별자치도,2024.07.10,2024.08.09,접수마감
58300529.0,행복주택,익산제3일반산단 행복주택 일자리연계형 지원주택 입주자 추가모집,전북특별자치도,2024.07.10,2024.08.09,접수마감
57934856.0,국민임대,"[정정공고]양주시, 동두천시 국민임대주택 입주자격완화 입주자 추가모집[소득 및 자산요건배제, 무주택요건완화, 전용면적 제한 완화]",경기도,2024.07.10,2024.07.29,접수마감
58202732.0,행복주택,"포항블루밸리 행복주택 입주자격 완화, 동호지정 상시모집(21A, 26A, 26B만 접수가능)",경상북도,2024.07.09,2024.12.03,정정공고중
57914994.0,국민임대,양산사송 A-4BL 국민임대주택 입주자격완화·선착순동호지정 입주자 추가모집,경상남도,2024.07.09,2024.08.02,접수마감
57907813.0,국민임대,"[정정공고]양주시, 동두천시 국민임대주택 입주자격완화 입주자 추가모집[소득 및 자산요건배제, 무주택요건완화, 전용면적 제한 완화]",경기도,2024.07.09,2024.07.29,접수마감
57888730.0,행복주택,인천검단 AA35-1블록 행복주택 추가모집(세대원수 별 신청면적완화),인천광역시,2024.07.05,2024.07.17,접수마감
